"","sample","batch","M1","M2","M3","M4","M5","M6","M7","M8","M9","M10","M11","M12","M13","M14","M15","M16","M17","M18","M19","M20","M21","M22","M23","M24","M25","M26","M27","M28","M29","M30","M31","M32","M33","M34","M35","M36","M37","M38","M39","M40","M41","M42","M43","M44","M45","M46","M47","M48","M49","M50"
"68","S78",2,2528.89212263472,2196.41413788398,997.485993633194,2052.34438959866,4082.03481899379,3564.8588541532,3560.92326605818,8629.15744932608,6204.72977525149,7087.5099662008,1926.60571388154,2817.7315689664,7331.78532603666,2888.77113696795,7462.83912483545,5010.53509566302,1765.19189873951,5446.10915939203,7518.70737527663,5570.81529734506,7295.43921293973,2449.45456315826,3400.49324805848,1901.49316751738,1423.27280752385,1387.3079237169,1618.15775510853,7481.81695525288,3504.22797317519,2911.65921702329,1231.19034648662,3522.63024883195,3240.26616949374,2377.17244576822,6131.8796917786,9257.90941954432,2240.1685306639,4836.0359583519,3128.93851859524,6362.64205911675,5292.29253092912,1913.24150092653,3358.45169315742,3858.05826589325,15820.9661510391,3720.69873460024,9730.61160350688,2843.58637640324,6185.35146923414,5232.67090135612
"69","S79",2,3398.19929338699,2674.51359318848,1783.20462311425,2418.78245572373,3453.99557731052,2464.74098761746,2941.96303383137,8284.91972177799,9377.04704392174,10589.062793535,2955.07586093269,4019.05762915665,5600.22172791319,4019.97520640152,3252.48227058544,4071.89867405753,2543.97334676847,6863.14851167572,5492.27740164334,2586.17565033163,9746.49284259509,2209.80291714167,3648.23112392841,1718.29182599918,2082.33344972887,701.60192048659,1636.20498461294,6746.03921100052,3216.41743097947,3192.60219600292,1105.96109497802,3215.33581170991,3190.40471785334,4304.9229313467,4829.43365214036,3447.32245709207,4226.32872899605,5752.224064858,3831.47304971156,8725.89113210401,8546.6637827305,1870.11521344123,6783.87595665915,4678.06977920719,6553.75297260342,4084.34055429591,9732.46277002903,2459.15330135167,7752.81711010889,5592.6988620934
"70","S80",2,2151.3988990092,2504.14767336751,1659.62265383009,1353.69771884963,3467.23219781514,2453.57374676169,2977.80374845778,8781.4850347914,6237.01507068127,8172.79602335629,1456.26377998903,2767.67555994877,5954.24221183223,3658.03285836996,6966.82481612225,3898.81110781365,2132.65039198881,4668.45373204693,12584.5055233053,4798.96232632576,11932.6791402571,2385.10991695545,3448.44527121967,2604.94243089483,2919.19570318555,1469.03284792158,1474.00676502692,6180.04984926331,3084.07990713339,3124.55307591443,1160.63858734024,2727.8185588089,3414.15642189464,3923.30975028084,8013.67808140097,7109.55249098246,2279.33323922688,4404.09723809727,3017.12491941983,13795.8624346294,9662.59077941842,1846.28484672085,3827.38707530959,3909.32253948312,18701.4998349368,2532.38978068109,7969.90976855328,2183.24156767144,7936.41184216259,2462.20831392302
"71","S82",2,1649.19550336856,3031.5894112762,321.400369763825,1921.89723285058,3331.98487374433,2455.57259095518,2896.63002474307,12792.7744683888,5608.61361700593,7473.82051385692,2440.74293289171,3250.11965051129,6860.49281947316,3573.03123555387,2984.30811933821,4818.01988328899,2370.45649648899,6950.67716130047,4370.51868554464,2241.57092343354,8806.44722200191,1767.40873866277,4282.31538708735,1685.78111766687,756.880798252535,703.228311620019,1017.92659874053,8070.401768374,4603.96051269632,3047.5375307227,731.804182638962,3120.58783820461,2083.80420297542,3103.65532537491,1543.84935048321,4912.42222197599,4061.35261885062,4618.91047266158,2567.08672151526,7088.00057884973,1892.60001608209,1177.49916555516,4868.63380156096,3142.88853331485,7600.13103039074,2902.4356633898,9348.46459536466,3996.15335370484,4881.37246131394,5554.57761123738
"72","S83",2,2455.72079668185,2962.67441512123,1424.04733893743,1437.04303609482,3504.36052909771,2629.70749807962,3731.90114225041,9014.60990043799,5462.44541004674,9837.68507274365,1520.49346437577,3363.02867184419,7452.97654869543,3779.57752759007,3482.283592006,5487.85484692406,2328.68989747238,6768.84916751119,4924.01719503995,2339.12730954726,10964.8506049992,1770.48041009058,2948.09718470983,1625.58400061551,1628.86324016248,672.472229645346,1150.71947392091,9362.57866889676,3765.02815548651,3930.01015821534,1032.91366655356,4049.78079417663,2770.61999151663,3248.71330497456,5617.52940047525,3313.91150626737,2999.01031494886,5030.25989104817,2622.37108440061,7433.82321035608,7611.7189590916,2475.28686202389,3623.1582579645,3738.06315887772,7547.03586410108,2409.33298017475,9491.93813768995,3899.73899972562,5190.0318123268,5909.39894657421
"73","S84",2,1912.21435641863,2805.30865671315,1910.92764719516,2122.53567973578,3090.92406385283,3354.88350311478,3643.7142583979,9843.14024294885,5933.05339324141,7528.91216943759,2258.43223477712,2705.02355517811,5763.86422075906,3278.12835934027,2329.96595445149,4016.03629243306,1787.55674507626,7042.38240667143,4079.92821321222,1706.32499353973,8158.06543069078,2585.49817357194,3721.41486833984,1897.18758254853,2785.57513708651,862.578657277303,1597.83524076202,4868.28260378478,4283.73277228589,2878.56822450004,1144.4989644391,5632.42549116578,2554.76491933149,2089.89761450693,9404.88450289322,4080.30777465288,4317.78353030746,4638.9870235171,2914.9726684504,8294.34482769315,7708.64487429905,1971.82906517168,6384.89918491506,4088.80765103425,6550.01642073716,1980.73209621191,7574.84824186368,2332.14735593138,6771.52987226284,6508.46395797359
"74","S85",2,2613.20388053402,2628.73107887071,5326.94210990193,1495.33966465985,3661.02651304862,3764.93787471508,3253.25023400031,12889.5384639725,7615.50681300444,8128.00540802712,1728.68940202767,3103.93824583478,6714.71947277876,3057.8136015703,9697.68543065919,4572.63924188491,2125.87290583406,6681.62038172438,9375.95406028438,3547.08669706311,11773.0499944632,2098.42299534977,3571.55693684903,1901.73764187334,9224.03737678145,2613.62578297632,1174.96334400722,6941.4260589371,4646.09033701429,2889.72635910952,1348.78680327132,4022.91556218119,3199.00501397273,2706.52678876425,25836.498502256,8629.05313037572,3800.14594031678,4362.72326070485,4533.21242304054,11814.4065938203,38154.9268864473,2153.13309686752,4237.50293212387,4014.70329734224,11729.3386134383,4066.43551913922,7839.86639735976,3135.23942765854,6583.17568137287,4938.94189738496
"75","S86",2,1742.35559610244,2309.00034479448,1964.01773882699,1707.08810809573,3121.11462931288,2472.20385882603,3158.43476537934,7412.3225949174,7159.46791638291,9158.29014897709,2064.89607921102,2985.80046481036,7927.28964138166,3316.401449748,7306.57071749353,3602.60211056354,1777.71035133747,5316.72197538231,8265.93011252541,4446.08242746594,7718.9920272859,2445.04022328637,3317.89932683049,2046.53344767006,2534.12521779855,1703.39858593753,1399.64125537888,5664.50274162432,3820.77250917157,3915.18373102988,1075.38547645666,3275.64094727782,2094.24795112164,2225.18295932509,12279.8402966371,10475.5434755,2873.40040689378,3746.7124852229,2228.36224550935,7996.12729737576,11067.4097130093,1676.68550338573,3730.71890097754,4366.07656484995,16275.715454308,1917.33860657362,6280.40737514885,3134.33244820166,6276.84858926415,5090.16105918761
"76","S87",2,1578.33577693404,2280.81277422656,511.722966933792,1781.62359420497,3244.26916588051,3493.76485411527,3644.78012133189,6617.96143801987,8447.98555790213,8495.16361511948,1478.44119279021,2334.10023674781,6112.73345110935,4415.66914198009,7221.46049446424,4618.76808280445,1276.70248578379,6719.37424566315,9800.79911654875,4670.22154493954,10471.0131394119,2218.94378864822,4185.78937278834,1645.94479968628,546.921393348875,1338.84995623605,1234.88371820243,7303.5282691862,3573.97337507254,3361.60060053531,1864.27171538962,3160.20401482568,2383.39212686671,3416.83159125281,1514.80226402015,8583.34940859663,3196.69140294158,4087.3400958968,3584.13738146525,9215.36405738195,1510.64539375994,1850.11900244515,3868.2683980604,4161.31352730438,14963.7412871412,2838.42763388452,8284.90384022109,3274.99978630966,5041.8925902463,5175.26129694643
"77","S88",2,2128.1700810607,2684.46986995594,3171.03850498675,1959.45711510882,3052.76786469839,3792.4047733576,3323.0663643465,11218.1187528117,6453.92509907509,7987.41736373133,2853.68739771339,3175.55168857122,8570.13340758979,5075.14954838905,6043.5087284237,5240.49326383655,1805.74853559703,8256.62652230168,12525.3254534915,4915.4255091469,12601.5881641226,2240.43399485094,3292.10964440473,3050.62434653247,5735.87305539941,2246.02786952622,1884.37519397736,7550.20085741078,4627.8661129586,3641.7632381096,1294.15224424838,4222.67864276006,2091.22139017794,2332.71479141219,17208.2162712902,9708.25400838588,2017.92729181031,4797.45984652281,4138.43532196074,9504.83445169028,15026.6650737224,3593.70319649551,4917.65539462605,4965.86313320246,16916.848918747,2742.43700523864,11963.9181312697,2829.29913484919,7958.06784159245,4886.68132492194
"78","S90",2,1598.95957688492,2889.1181486764,2608.38308928859,1679.43751942803,3134.92768556127,2654.74338417257,2197.55054077822,7518.55966326764,4407.17160687367,6785.04259397387,1913.56568325145,2652.39294978601,6671.950812443,3941.82320457851,5766.22168912844,3040.21576672816,1534.41061690262,5235.45731846235,10007.5139599222,3490.41166674651,8895.03551007629,2034.68267019752,3271.18329356508,1313.40650113697,3387.96585420005,1387.75085604013,1237.17021955398,5021.09191451831,4190.21508870778,2922.699367774,1483.6555325133,3386.28589778909,3069.1000099249,2479.51672188182,14001.0146143052,8168.37850900007,2959.07157907194,5320.055123295,1651.32170449319,7554.71537552422,21061.3329298979,1926.15033347589,3811.29311308272,3400.22583732638,12175.418295535,2768.08137991106,7336.51030405454,1907.19853205161,4332.99383191,3613.02305786283
"79","S91",2,2044.6123100428,2848.711154349,2788.00220081791,1252.19915771044,4140.48121044366,2656.60027536653,3244.6021595423,11932.8451336803,6688.6497171505,7591.20103679898,1899.42885511744,2592.8990506252,5297.25697462438,2915.89080656059,2844.8808554266,3575.19891718127,1849.72183870265,6259.1832201468,4129.09358255003,1599.87226833913,7203.85511891214,1640.90648799122,2747.5080704929,1695.30669734429,1940.77703710186,914.461983314747,1196.76152258658,6281.09273060957,2953.85053079888,3149.59729399369,1234.39415099193,2351.96220851045,2056.87359377044,2767.76524630998,7060.75902482744,3781.97821019502,1939.07786395507,4235.59233460448,2375.90567872472,6865.62671730147,7992.95468061074,2148.04017977308,3561.19556070479,4045.75134976742,6862.63645691342,2055.78673556019,7278.74009011565,2760.52129883553,3496.70087050984,6497.08586577198
"80","S92",2,1331.95922163409,2236.28396499092,647.969527159183,1412.15819584295,2599.82957624855,2332.75712224413,2392.69005416193,9497.88368074997,4561.23311008585,7089.39654628954,1595.80668805926,1880.68343191805,6579.15922337518,3401.09485102061,2244.45513737073,3994.14075520633,1554.35036135967,4949.72626588717,3177.68351082204,1588.13218916724,7591.89281500867,1682.57860399195,2289.85001267274,1592.56703704074,922.514167828415,780.48983282805,1159.35941763902,6074.79496500119,1965.04761456737,2718.87788444042,851.603006732262,3147.25421818328,2420.26292043535,2314.41232244451,2840.90050908702,2192.53812185619,1866.72170533922,3913.52831535445,3087.8229447877,6672.78467498527,2565.34940847827,1412.49664706188,3263.65119681942,3421.08208323325,4962.63757433007,2389.57033158287,7305.24968798654,1822.08080399301,3668.83061336605,3543.11412172094
"81","S93",2,1486.93274582183,3175.57155922374,740.82555753346,2032.40624695589,3204.85796380533,2421.80323267211,1854.95758066233,6252.69534588548,3682.74335624155,8851.73325698601,1955.35682008901,2736.02635156937,7403.03450018914,5385.39645796208,5666.07084312917,3707.53920576974,1547.65811147412,6800.75887496922,7340.62617602257,3161.61853940045,7662.55047480594,1677.83951460199,2122.68581467618,1377.2760737528,1439.73769253333,2251.47473994102,1718.26234586404,6772.15399243801,4609.30179986349,2638.24446767909,889.149588737471,2823.76861029506,3365.87183574904,2669.51789109568,4660.20022018124,4817.72150589276,2368.87748197212,3980.94512018735,2691.86709897145,6438.71760239732,4183.3996317538,1567.69040926159,3745.31046963429,3214.73722724929,10555.8891585525,3130.50078297134,6727.5321475942,2225.36732906668,6852.69201866982,3353.6769868759
"82","S94",2,2075.1148695127,1841.7632796768,1041.36068525293,1415.02928782158,2391.79046116885,2824.53488177465,2087.69655729806,6603.32223585487,5164.73547647366,5108.18625852783,1273.81278150974,2415.7761300764,4523.30428489964,3584.31563632051,6856.61980615868,2400.20657495673,1316.85408302357,4147.3845955049,7149.33984900668,3105.87794163827,7327.75964935096,1260.98704339718,2528.26613272238,1936.6848034344,1235.80006678299,1328.48633572953,1169.64177137728,4280.66528516316,2561.9007585025,2608.30424545433,859.181024208132,2617.82733622457,2427.40350250976,3119.09369108297,3582.8729863317,4480.44094036919,1891.35403790438,3566.9060815994,2314.42162779527,5243.93354470244,4895.89949825407,1645.78724032409,3474.72849389649,2735.62252988289,14005.1573634287,3107.30398242285,8963.26167407085,2241.47677000683,3439.07598898871,4497.81725733949
"83","S95",2,1362.78003577708,2570.41883605979,1389.46195103641,1295.54300994362,3835.77018083354,2136.43600190962,2946.58462016817,8144.3666813587,3831.3596956158,6441.35293935836,1780.43279107168,2484.66324286776,4573.65096259436,2465.10531574947,2222.69049769892,2954.81611923223,2305.92523518132,3270.56888861342,2782.6446427816,1833.07407474816,5117.62558541707,2117.20239793912,1917.11471172803,1697.84549120186,2360.06039538206,611.492225758998,1203.73833189641,4806.00779675324,2880.16935200158,2614.34377672099,762.064042808952,2604.72324085877,2418.06166605777,2103.43178593359,6885.87303546756,3893.06902638218,1773.39630512294,3667.29407257737,2772.59360905857,4940.97102485801,9848.46731426047,1585.51803090015,2589.3569466825,4539.90334827965,5180.09922048791,1760.52814221036,8440.79048966762,1281.70020004918,5089.14687718123,2793.19902843745
"84","S96",2,2172.15655191158,3630.24440341661,862.318658619423,1762.7283481611,3930.49684189356,2728.71142997415,2410.02134670018,11085.3140878621,6248.29871362177,5861.36659796032,1513.45534606092,3204.68684066762,6038.14206208605,2769.44597348133,8659.71403971986,3871.65249754825,2089.45635612176,6935.35389181013,10070.3667438941,4732.99219019813,7528.73765266686,1550.3746607395,3324.27579063401,1444.62936163858,1303.471077126,1337.18943921703,1691.39871074991,4836.71080290256,3108.31321777265,2592.4940024968,1029.08785075229,3277.01879702327,2761.18475257155,3020.06366425582,4109.42107632219,7142.96582129272,2533.47815244885,4488.9436656589,3283.19299236484,7401.00399134133,4892.43057663101,1884.82402951557,2942.53063004548,4420.82407122115,15087.0482413168,2318.17117366347,8340.19883574083,2325.77195758087,4242.52694323931,7266.44371748497
"85","S98",2,2265.08771144312,2168.88633913851,710.592168602572,986.709295062427,3565.92041836869,3538.36882691182,2405.79959432873,11069.988503894,4643.51576313807,6846.21598617692,2031.48763744034,2626.28914589284,6909.73876991,4799.00254369313,4768.68351698575,3067.82607831488,2127.51567241809,3828.3208721129,7506.1679093973,3456.26969908875,8356.37005998686,1485.67813658122,2945.17590249442,1694.9986683522,932.359407014366,1923.12395259542,1359.08815461153,5369.38063916416,2738.40867798254,2975.39310045308,1061.36910406703,3267.15719934601,2356.76340340993,3661.83693408241,3124.1952342077,8378.05123809745,2479.66029542735,4833.90912904958,3251.79279257798,6870.75394993749,2941.73012646513,2050.00968118798,3128.14543890783,3387.44363959721,15481.1367620028,2932.22298110382,8629.28429709167,2284.18217148137,6011.49047987877,5220.89688505802
"86","S99",2,1694.8056308091,1742.3918486916,732.121785718858,1224.48601943007,2289.81126415309,2922.18868448104,2212.41287034639,8559.51663953775,5105.49486499943,5193.66690851707,1583.33069852527,2103.99565978496,4695.55856874469,2484.09030176664,2040.37541729877,3297.55205167568,1569.97787040017,3787.40102059143,3483.14034078575,1814.29340922017,4964.31033307266,1441.53533507874,2462.30562645192,1511.58078237567,1052.67456866801,437.57160046719,1180.0988911634,7684.61452257094,2464.34881247114,1859.67039965449,781.500774620108,2744.87557152444,2535.88689067644,2305.77722829706,4967.26524116536,3958.23063121134,2108.72338868585,3600.57983642923,2462.5957692518,4289.99698603159,4197.33613781289,1544.87217379762,3282.55274794596,3682.15736680468,6204.4333726807,2014.4619567006,8369.96598752449,1576.68783049996,5628.35972290301,4193.82639657452
"87","S100",2,1691.80221661638,2715.67526087798,550.621975952298,920.483122388432,3118.63057802527,1638.84925536221,3372.61311323742,8419.76060769334,4062.47607062807,7078.01714278778,1866.69307790355,2501.69476251722,5158.4736156661,2255.14109845129,2793.05246197557,3672.64163011406,1780.37595688504,5850.39427379216,4882.61923297203,1428.25380491299,5391.69751564658,2579.02008324654,1978.11261476457,1329.76905909275,906.5324692115,403.202827162807,1072.03649767728,4593.64305068775,2672.69998891152,3208.48085691664,856.181702436634,3435.64960914671,2130.95942856677,2501.68145948398,3262.63758544304,4053.7531477801,2170.19027383135,3035.6725934428,2302.36908518728,5657.93147112902,3079.03542041996,1712.29598737563,2859.04859963816,4614.1153998409,5108.07827886475,2138.95259069483,9696.29730418683,2151.91203667269,5462.76211921187,4189.19081375602
"88","S101",3,5964.68101699642,3433.12696734589,2944.22357736788,1743.47454626298,2944.31478746216,4380.75388268762,2869.07626751024,10788.6848590536,4770.53938760032,9307.17106257754,1522.13405767161,3237.17017769622,7703.95219734099,8750.61487379652,3049.7006278545,3405.58075664939,3208.86469750227,2310.70172361853,2652.88593276563,3276.69334767899,3677.37500118035,481.986397747258,2742.97848579284,8023.77029966093,6141.84855083333,2026.41442118369,1972.9659309878,4240.25942945362,2559.0342934082,3644.1760479622,5256.17123357635,2397.52222417203,7308.61122168676,2872.93891887028,28373.270622874,4626.71332044795,1696.79259603127,2280.16170559176,467.743634174134,4726.51474422569,15310.2235678778,708.789867281787,4227.92912521506,5748.60117612094,5830.57686565278,3545.00383861982,6632.83195090257,1975.70640188472,7397.50421703236,5890.80237217756
"89","S102",3,4168.85144901872,2373.11068040868,805.807295633659,2079.2226846222,2142.49171161622,4459.05954893351,2975.10367845421,6055.78017987262,3715.35480568205,7590.14952331425,1528.4849451003,3741.32453944225,8306.54865001936,7974.98834280402,3568.03232923708,2682.2900464368,3023.60865041176,2159.73331801103,1511.38882487468,3015.89926872091,3224.40126823859,487.494020754232,2679.55031035716,4745.58610419491,1754.59165129311,1399.13270344541,1449.91836803901,4987.72519551865,2404.37447055052,2184.16314150138,3812.86399551853,2467.5255929088,4953.80727502021,2471.85877883667,8744.52991479594,3522.88957696205,2154.93242122322,2548.53378139374,405.478999089858,3844.41549432345,3135.39677308305,937.25236731065,4767.75620369263,4605.70246032373,4134.43212995816,3919.47487199422,5648.00567468538,1753.3291068201,3843.17877405828,4856.66880465302
"90","S103",3,3682.18625924446,3353.15164672665,961.628052069161,1289.45645511295,2127.7475545795,5031.1333221023,2311.34818921321,6747.12620378446,5187.8185291937,4185.10044072169,1349.98896781972,2923.54583484931,4010.19986745262,6323.54705239431,2464.4394976725,4410.17362100895,2611.88354685344,2699.336973435,1492.63873234083,2641.05205007012,2157.18326429223,409.355932863684,2756.94091140762,6392.96741432085,1918.00954295322,1710.15018072264,1436.34118685649,4627.72821121695,2346.22892668817,3169.80939466022,3789.79238683339,2829.72864148811,5130.04301684027,1520.26884516408,8980.98749067525,4494.0369271223,2236.9058713736,3020.63993698634,337.231458266707,5609.46116380668,3554.45966691229,733.129467653423,4665.53462005806,3543.30768962807,3287.53259003663,2915.8888422976,3786.55453623135,2134.44923569374,4502.22695938924,5186.53093377473
"91","S104",3,2665.28356576555,3248.31792774225,883.57820846573,1886.2714675492,1930.87292486434,5732.17374635561,2693.71073785151,4934.94196920904,3536.11817317779,7157.94377445305,1711.005679655,2211.17681905105,6093.95621309247,6902.85243324177,5320.90300919405,3045.50597562782,2112.0023599635,2330.44248840661,2604.04931435194,6407.69387266824,2629.78105136516,339.317390300703,1882.8041798884,8474.85308356032,1206.05659805259,3734.70597648788,887.932695158933,3384.64716390824,2291.80192400137,2877.41289444516,4236.58191291206,2439.88383987324,4251.6938591424,2330.22112680018,5766.92269345713,6505.40789346873,1832.5156495215,3192.43127831026,395.161445741334,3364.51724226386,4332.59511232624,598.633557073155,3412.20495451624,4392.91669666867,9853.24570527227,2798.34232810041,4492.25867814006,1614.05021533323,4667.55740879296,5292.18744449638
"92","S106",3,3574.45959842124,2664.29330850729,2646.44632582609,1952.85004309592,2679.83987111821,4423.05553618274,2084.43649719554,7378.48893845847,6196.29968449424,7430.7686947677,2003.56216872597,2243.93488941645,8847.85310397355,5274.9914619675,4238.22597462842,2392.85791491048,2854.64924828399,2750.57006963001,3818.84579191589,7197.15570041717,3625.65042638643,349.874814985143,4205.8619611867,6122.55155068641,3804.75297229796,3320.90960045207,1243.4784246966,2276.8075853377,2121.32484239197,3796.99201062788,5433.30548771201,2389.53552302172,3850.11155855413,1606.12451077141,17974.3264420779,8422.6197239901,1921.06206945228,2871.52704828343,538.347107129479,4161.25128296304,9738.20085427964,1171.6304748038,3760.4724498953,3694.80196949219,11249.3805979856,3374.18171703697,6444.37679932197,1666.97758701626,4793.00919857202,8746.31043784009
"93","S107",3,3716.50503768912,2604.30514335801,855.451074783851,2133.76796110629,2403.63481124476,5424.5143295662,2271.02444004981,8279.71367062716,6055.06528586294,6886.30292591358,1256.40119483937,2390.70105202804,6121.9623159259,9126.2504553937,2526.26068252787,3844.58227262445,2827.70127118415,3037.81808978364,1849.91653097643,3009.7690492299,3109.40836414892,447.424957946962,3637.12298599798,5635.38832107747,1513.6212365224,1688.42106260485,1386.25310692225,3061.6229376814,1986.70451008944,4045.07744934281,2925.10819852208,3469.30006051925,6123.54114087462,2073.28912626325,5770.59389000447,4832.68811862243,2334.73268082586,3099.96325605626,464.120469720828,3377.76152464693,1905.06372429019,675.47023245964,3520.69742469035,4693.06430352953,5302.36878305435,3424.76659095089,5261.40161033562,2031.80768170742,4969.49346482489,4914.68584469057
"94","S108",3,3388.82600585088,2422.15274160083,4385.48000875302,1939.74450012666,3324.13435519304,5143.58143922934,2478.72134102871,5716.66832040156,5916.32666234882,6815.2221501752,2173.36653846599,2929.49911112084,6999.66205132217,5521.02535440017,3783.75272448827,3902.4848824535,2480.40242702485,2391.69423218702,2222.14440148925,3604.97189108596,3846.62725162554,661.157594493349,2961.73098987743,6262.89211549822,5487.03599197096,1933.20454434862,944.791281272443,4008.04681669556,2219.86647636914,2643.86900702662,2815.51738778751,2468.19640763473,5539.6182994173,3262.01675242168,25226.3234366489,4120.42770444338,1955.63582742111,3250.48448214494,411.29252977283,4873.02966927589,14838.1284480169,1063.44654913761,4631.96540393954,3938.12597309517,5470.08442517088,3324.36199434649,5105.8434739984,2119.72064807418,5014.47252253167,7827.22735878144
"95","S109",3,3957.26460197292,3902.11057895697,941.563081867467,1715.47940317988,3058.86428234937,5158.64034863205,2493.90425896822,7954.70209611452,5249.69026148832,6780.37336243781,1177.86323126187,2217.09268480524,5463.8551058774,8311.83933526937,3087.06754398735,4797.66841412979,3940.84502550272,2917.01728952147,2275.8710659578,3084.74869415968,3324.84160692067,437.288928288834,3496.02512044015,7261.89788431873,2508.49562770121,2669.20305691805,1147.10152180754,2337.01110347536,2281.00692585139,2961.11335434474,4412.63527084311,2409.68511324162,4719.12604714526,2830.98638205867,6553.66412529532,3888.90906672446,2656.40000673269,3524.48428251368,405.986221883832,4944.34182406249,3193.45887475577,1004.81998309542,5629.41680921235,4073.87205238477,6534.99513021312,4009.3397639462,4242.55155928137,2829.98063843753,4404.44691034584,5301.59011699015
"96","S110",3,4879.79171687138,1869.08526326786,2905.45844647756,1480.70142864133,1900.55480871712,5698.18658487411,2520.28004834509,6467.55617029779,4146.7701088566,7759.71485291076,1479.06376336795,3451.60030043517,6978.01523471775,6662.53354852389,3868.46561860565,3549.71890442194,2777.3498302448,2368.8695934929,2081.92119882688,2960.35776347884,4122.81444113686,517.286241616393,3349.39775566036,8113.7503689995,5262.66746432778,2927.06651618051,1263.08796460865,3611.03794039884,2678.49185465062,4847.67487972817,5045.63591631009,3941.81073087817,6119.96773692095,2879.67268616687,17060.280305798,5252.39398075283,1911.47787807549,3645.36320910794,355.749669400223,3990.48094458278,12576.5479916172,1019.76745717916,5436.73981025281,3567.17567818411,5239.28398965543,3648.22237861393,6164.3042633958,2943.3242778027,5335.16048445477,8037.8979695908
"97","S111",3,4705.55300600026,2599.96681917157,691.380604075129,1421.6545415674,2672.93178338838,4033.32669396018,2700.57053879301,5686.56620997465,6381.86769703352,7963.17478805837,1669.96895674267,3299.30348393666,7520.40296764048,8570.92097197354,6341.88576507993,3592.30990136015,3084.83686241791,2402.70954597763,3366.84067448103,6756.94788629585,3731.10729489395,434.834582787303,2585.95400937609,4860.16207020407,1437.12133438414,4989.72184248926,1363.85543558031,3781.37227849922,2051.17939297755,3660.49425468203,3935.49562927098,2942.84072436453,4937.9983901003,3162.70573808208,6927.79051134004,9902.66675705074,3360.95851651348,4302.24501076187,586.495629453503,3168.10247601559,2947.28699893375,798.709664382334,5593.04149604467,7018.49070776665,9863.62280579011,3890.45242912785,5685.62242747674,1993.69334627342,3424.61239837963,7550.53297794988
"98","S112",3,3407.33311746058,2442.38136672672,730.857651994629,2448.40456211587,1876.21295793993,4504.08537691388,2829.90426319903,4554.42592832751,5026.00382600746,7038.70780425181,1638.95662557778,3802.74708767533,8923.69154824897,6962.72087723712,2680.68517520425,5065.80302452024,2104.46723866393,3202.89151178199,1930.04874362152,2097.71451034352,3804.44155933292,443.67590402188,4245.07502237706,6869.13212023586,1191.79263804076,2340.30379570954,1338.986073733,4686.49305693031,3950.26366393247,2961.59779934892,4988.34975713408,2372.47517036824,3773.86224270985,1963.46671492732,5395.0606971795,3279.38611619899,2024.56815211003,2468.61375176401,508.745697034128,5699.09297559779,3041.29486873919,972.510362663661,3757.86085899666,5509.39615647478,4698.83631573539,2752.86173927318,3648.16799128418,2342.84187013829,3617.53055321428,6623.07554364776
"99","S114",3,3580.3758724308,2950.62009957827,680.420552292072,1614.00308866237,3002.99878995809,6096.80017751473,2565.86329084417,8635.01318678084,5422.63523948023,7424.47173183032,1666.53718995431,3192.56037589613,6876.29007444907,7085.4752558669,3232.64164872641,3588.69409200557,4951.20192282445,2748.55407393653,2073.156127829,3356.92025863492,3603.15502833844,560.796351120347,4385.31025692648,7554.31461432611,1571.02269789934,2102.46505961424,1011.61115167838,3195.61311042055,2909.99270034921,2443.81576782536,4176.90549164626,2903.22081985443,4900.87401844272,3359.95280209143,6896.71918557565,4879.73982686369,2461.8816615018,3402.89185067674,612.64124979907,3969.59630804376,3249.94722700386,761.378012573343,3872.39117905537,4527.52743935548,5170.58101383379,3238.8554305836,3930.29592272407,2918.02594702626,6247.89496781858,5705.16931067647
"100","S115",3,2829.21566725398,2325.55215466414,2179.05050420077,2010.50795454675,1912.80581669552,5465.57660111357,2764.2245388059,5513.61632155696,7771.61923806751,9060.6692388396,1353.4067588536,3204.22258051409,6350.50649050989,6820.30430853079,5518.27342633799,4207.38708895698,2408.99151080522,2898.79814991472,2763.86384294473,3283.8393028661,5177.9425522183,447.17449444829,3864.23443683508,7994.90544287611,3075.95703351487,2482.32764053966,976.778684780251,2485.37357668329,2200.37513641746,3392.78941459565,4420.73308464081,2687.82931555922,5347.92086914009,2433.95686519998,12875.8716568933,4753.67624484622,2007.11399307585,2606.34630476197,373.842073255525,3867.60962705156,4799.22877563677,1052.07279033406,4804.75349575368,4131.47033282849,5837.83315147904,3937.73687786875,3967.77066875595,3094.80043204944,7691.4624607413,7923.26245274862
"101","S116",3,4292.59670067915,3272.67902092029,1122.98319417098,1828.49364620209,3018.83356551766,6417.0061162028,4168.15217370452,7289.40672076356,6720.51540442789,8929.34903531054,1868.87513783304,4334.25961911343,7411.63849974415,8126.38854152305,7164.28470261396,5293.57848498341,3204.02937015327,1661.77999304797,4593.32033521452,11486.3681795525,3885.35323149943,329.64108988056,3539.97458163023,7678.09256596847,1861.48361641458,4884.69943271304,1287.59233783708,4022.69874710163,2920.15313025178,3568.19902557943,5299.37634967196,2678.94324475162,6247.54991140266,2386.49813048424,8723.14775032661,8828.66117463177,2639.13084648873,4181.85657928471,678.621668058519,5309.39662771886,4536.02427540854,778.914482124612,5118.61855909265,3637.43588934511,8080.9827700643,3267.14729022904,8527.53963410626,2775.56003433607,6436.9014130345,7915.17161168119
